station,date,AWND,PRCP,SNOW,TAVG,TMAX,TMIN,TSUN
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",9/5/2012,7.61,0,0,,101,74,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",9/6/2012,4.25,0,0,,101,70,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",9/7/2012,4.25,0,0,,102,71,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",9/8/2012,13.42,0,0,,89,65,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",9/9/2012,4.7,0,0,,92,55,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",9/10/2012,3.8,0,0,,93,52,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",9/11/2012,3.8,0,0,,94,56,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",9/12/2012,6.71,0,0,,97,71,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",9/13/2012,7.38,0.08,0,,86,72,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",9/14/2012,8.28,1.41,0,,72,67,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",9/15/2012,5.82,0,0,,79,67,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",9/16/2012,4.92,1.29,0,,72,66,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",9/17/2012,3.36,0,0,,85,65,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",9/18/2012,5.82,0,0,,86,64,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",9/19/2012,1.79,0,0,,87,59,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",9/20/2012,3.58,0,0,,89,59,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",9/21/2012,2.91,0,0,,90,56,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",9/22/2012,1.12,0,0,,90,57,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",9/23/2012,2.68,0,0,,92,61,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",9/24/2012,7.16,0,0,,91,66,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",9/25/2012,10.07,0,0,,92,62,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",9/26/2012,6.26,0,0,,92,65,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",9/27/2012,4.03,0,0,,90,63,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",9/28/2012,3.58,0.42,0,,86,70,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",9/29/2012,7.83,1.55,0,,83,68,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",9/30/2012,13.2,0,0,,79,60,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",10/1/2012,4.47,0,0,,84,56,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",10/2/2012,6.71,0,0,,81,57,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",10/3/2012,4.7,0,0,,84,51,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",10/4/2012,8.28,0,0,,90,62,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",10/5/2012,6.93,0,0,,89,67,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",10/6/2012,12.75,0,0,,70,56,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",10/7/2012,16.11,0,0,,59,51,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",10/8/2012,6.49,0,0,,70,50,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",10/9/2012,6.93,0,0,,82,56,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",10/10/2012,2.68,0,0,,89,65,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",10/11/2012,5.59,0.5,0,,83,68,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",10/12/2012,6.71,0,0,,87,68,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",10/13/2012,11.86,0.05,0,,85,74,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",10/14/2012,6.04,0.06,0,,87,61,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",10/15/2012,2.01,0,0,,80,57,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",10/16/2012,4.25,0.14,0,,73,60,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",10/17/2012,8.5,0,0,,89,65,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",10/18/2012,8.95,0,0,,80,49,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",10/19/2012,1.12,0,0,,83,43,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",10/20/2012,8.28,0,0,,88,48,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",10/21/2012,13.42,0,0,,91,75,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",10/22/2012,10.29,0,0,,88,70,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",10/23/2012,6.71,0,0,,87,68,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",10/24/2012,7.16,0,0,,87,62,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",10/25/2012,10.29,0,0,,88,63,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",10/26/2012,16.33,0.09,0,,63,50,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",10/27/2012,11.18,0,0,,63,45,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",10/28/2012,5.82,0,0,,67,38,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",10/29/2012,1.34,0,0,,71,34,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",10/30/2012,3.13,0,0,,77,37,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",10/31/2012,2.46,0,0,,86,47,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",11/1/2012,4.25,0,0,,87,51,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",11/2/2012,6.26,0,0,,85,55,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",11/3/2012,4.03,0,0,,86,56,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",11/4/2012,2.68,0,0,,82,55,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",11/5/2012,4.7,0,0,,87,53,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",11/6/2012,3.8,0,0,,80,45,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",11/7/2012,2.46,0,0,,82,45,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",11/8/2012,8.72,0,0,,85,46,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",11/9/2012,12.3,0,0,,85,60,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",11/10/2012,14.09,0,0,,83,62,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",11/11/2012,12.53,0,0,,83,61,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",11/12/2012,12.53,0,0,,67,37,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",11/13/2012,4.92,0,0,,57,33,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",11/14/2012,2.91,0,0,,67,35,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",11/15/2012,1.34,0,0,,65,34,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",11/16/2012,6.26,0,0,,68,34,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",11/17/2012,1.34,0,0,,69,31,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",11/18/2012,4.7,0,0,,74,36,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",11/19/2012,3.8,0,0,,76,47,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",11/20/2012,1.57,0,0,,82,45,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",11/21/2012,3.8,0,0,,81,46,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",11/22/2012,6.04,0,0,,80,42,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",11/23/2012,10.29,0,0,,74,48,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",11/24/2012,5.37,0,0,,65,36,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",11/25/2012,8.5,0,0,,77,36,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",11/26/2012,10.29,0,0,,83,60,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",11/27/2012,10.96,0,0,,61,33,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",11/28/2012,2.46,0,0,,69,31,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",11/29/2012,4.25,0,0,,73,33,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",11/30/2012,5.82,0,0,,79,58,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",12/1/2012,10.96,0,0,,84,66,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",12/2/2012,10.51,0,0,,81,66,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",12/3/2012,8.05,0,0,,81,61,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",12/4/2012,5.14,0.01,0,,78,55,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",12/5/2012,6.26,0,0,,73,42,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",12/6/2012,4.7,0,0,,74,40,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",12/7/2012,4.7,0,0,,78,50,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",12/8/2012,5.82,0,0,,83,56,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",12/9/2012,10.96,0,0,,79,55,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",12/10/2012,14.54,0,0,,56,34,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",12/11/2012,3.8,0,0,,54,25,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",12/12/2012,1.79,0,0,,62,22,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",12/13/2012,4.92,0,0,,69,23,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",12/14/2012,11.41,0,0,,72,56,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",12/15/2012,2.91,0.03,0,,74,53,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",12/16/2012,3.8,0.42,0,,74,44,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",12/17/2012,4.7,0,0,,74,38,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",12/18/2012,7.38,0,0,,81,33,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",12/19/2012,13.42,0,0,,84,66,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",12/20/2012,16.11,0,0,,72,30,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",12/21/2012,4.03,0,0,,61,22,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",12/22/2012,6.93,0,0,,69,28,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",12/23/2012,8.28,0,0,,70,51,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",12/24/2012,6.04,0,0,,66,38,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",12/25/2012,13.42,0,0,,69,33,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",12/26/2012,9.84,0,0,,45,24,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",12/27/2012,1.79,0,0,,45,21,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",12/28/2012,9.62,0.01,0,,63,33,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",12/29/2012,3.8,0,0,,51,26,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",12/30/2012,3.8,0,0,,53,21,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",12/31/2012,3.36,0.36,0,,60,46,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",1/1/2013,12.53,0.19,0,,55,40,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",1/2/2013,10.29,0,0,,45,32,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",1/3/2013,8.28,0,0,,47,26,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",1/4/2013,7.61,0.17,0,,45,37,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",1/5/2013,1.34,0.01,0,,54,30,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",1/6/2013,5.82,0,0,,60,25,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",1/7/2013,3.36,0,0,,56,25,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",1/8/2013,7.61,0.4,0,,53,47,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",1/9/2013,7.16,1.85,0,,60,45,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",1/10/2013,6.49,0,0,,66,43,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",1/11/2013,7.83,0,0,,71,36,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",1/12/2013,10.96,0.02,0,,75,47,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",1/13/2013,16.55,0,0,,53,38,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",1/14/2013,15.88,0,0,,49,35,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",1/15/2013,13.42,0.05,0,,42,35,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",1/16/2013,6.26,0,0,,54,29,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",1/17/2013,5.37,0,0,,66,27,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",1/18/2013,3.13,0,0,,65,26,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",1/19/2013,5.82,0,0,,69,30,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",1/20/2013,3.58,0,0,,72,32,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",1/21/2013,3.36,0,0,,73,36,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",1/22/2013,5.59,0,0,,73,37,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",1/23/2013,5.14,0,0,,75,40,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",1/24/2013,9.4,0,0,,78,45,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",1/25/2013,12.3,0,0,,80,54,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",1/26/2013,5.59,0,0,,70,48,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",1/27/2013,12.08,0,0,,80,46,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",1/28/2013,14.99,0,0,,78,69,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",1/29/2013,15.66,0.02,0,,85,58,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",1/30/2013,10.74,0,0,,60,30,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",1/31/2013,5.82,0,0,,69,26,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",2/1/2013,7.38,0,0,,72,35,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",2/2/2013,4.03,0,0,,77,35,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",2/3/2013,6.49,0,0,,72,36,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",2/4/2013,6.49,0,0,,76,48,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",2/5/2013,2.91,0,0,,79,43,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",2/6/2013,5.37,0.06,0,,76,56,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",2/7/2013,8.95,0,0,,82,60,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",2/8/2013,9.62,0,0,,70,45,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",2/9/2013,10.07,0.03,0,,69,52,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",2/10/2013,7.16,0.14,0,,69,55,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",2/11/2013,9.4,0.35,0,,58,50,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",2/12/2013,7.16,0.02,0,,72,51,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",2/13/2013,8.95,0,0,,64,36,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",2/14/2013,6.04,0,0,,71,29,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",2/15/2013,9.4,0,0,,64,32,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",2/16/2013,5.82,0,0,,67,28,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",2/17/2013,12.08,0,0,,71,32,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",2/18/2013,14.76,0,0,,83,53,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",2/19/2013,8.05,0,0,,69,34,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",2/20/2013,9.62,0.03,0,,63,53,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",2/21/2013,10.51,0.01,0,,79,42,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",2/22/2013,13.42,0,0,,58,41,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",2/23/2013,6.71,0,0,,72,35,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",2/24/2013,8.72,0,0,,75,32,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",2/25/2013,15.66,0,0,,66,48,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",2/26/2013,7.38,0,0,,68,35,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",2/27/2013,11.41,0,0,,65,33,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",2/28/2013,9.4,0,0,,63,34,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",3/1/2013,4.7,0,0,,70,26,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",3/2/2013,9.62,0,0,,63,32,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",3/3/2013,12.3,0,0,,75,29,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",3/4/2013,13.87,0,0,,87,53,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",3/5/2013,16.78,0,0,,68,33,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",3/6/2013,5.82,0,0,,64,31,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",3/7/2013,8.28,0,0,,75,32,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",3/8/2013,8.5,0.05,0,,68,57,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",3/9/2013,15.21,0,0,,74,62,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",3/10/2013,11.18,1.01,0,,67,42,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",3/11/2013,5.82,0,0,,68,37,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",3/12/2013,7.16,0,0,,78,31,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",3/13/2013,6.71,0,0,,76,37,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",3/14/2013,8.5,0,0,,79,39,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",3/15/2013,10.96,0,0,,81,44,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",3/16/2013,13.87,0,0,,85,52,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",3/17/2013,10.29,0,0,,84,64,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",3/18/2013,9.84,0,0,,90,60,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",3/19/2013,7.61,0.08,0,,83,44,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",3/20/2013,10.51,0.21,0,,72,49,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",3/21/2013,11.63,0,0,,76,48,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",3/22/2013,9.4,0,0,,85,55,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",3/23/2013,8.5,0.02,0,,76,52,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",3/24/2013,16.78,0,0,,61,37,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",3/25/2013,9.62,0,0,,59,33,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",3/26/2013,3.58,0,0,,64,26,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",3/27/2013,9.4,0,0,,71,30,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",3/28/2013,10.29,0,0,,75,51,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",3/29/2013,9.62,0,0,,80,51,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",3/30/2013,10.07,0,0,,85,64,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",3/31/2013,6.71,0,0,,77,57,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",4/1/2013,5.82,0,0,68,86,54,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",4/2/2013,8.95,2.57,0,69,75,54,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",4/3/2013,10.51,0.45,0,57,57,50,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",4/4/2013,10.51,0,0,52,61,45,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",4/5/2013,4.7,0,0,52,72,36,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",4/6/2013,12.53,0,0,63,82,50,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",4/7/2013,13.42,0,0,70,84,63,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",4/8/2013,14.09,0,0,71,77,67,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",4/9/2013,14.76,0,0,75,86,71,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",4/10/2013,15.66,0.15,0,64,74,46,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",4/11/2013,7.61,0,0,53,66,44,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",4/12/2013,4.92,0,0,58,81,39,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",4/13/2013,4.92,0,0,63,78,44,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",4/14/2013,8.95,0,0,67,86,51,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",4/15/2013,12.97,0,0,76,88,69,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",4/16/2013,11.41,0,0,77,85,65,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",4/17/2013,14.32,0,0,77,84,73,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",4/18/2013,15.66,0.36,0,68,76,52,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",4/19/2013,10.07,0,0,57,69,40,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",4/20/2013,7.61,0,0,53,72,33,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",4/21/2013,5.59,0,0,62,78,44,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",4/22/2013,8.5,0,0,67,84,48,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",4/23/2013,12.53,0.06,0,71,79,49,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",4/24/2013,16.55,0,0,54,65,45,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",4/25/2013,6.93,0,0,60,71,55,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",4/26/2013,10.07,0.02,0,68,80,61,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",4/27/2013,5.59,0.06,0,74,81,68,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",4/28/2013,5.82,0,0,73,85,58,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",4/29/2013,5.82,1.89,0,73,83,63,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",4/30/2013,3.36,0,0,68,83,61,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",5/1/2013,5.59,0,0,74,87,65,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",5/2/2013,18.34,0.01,0,65,74,49,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",5/3/2013,12.53,0,0,54,70,42,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",5/4/2013,5.59,0,0,59,85,37,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",5/5/2013,8.05,0,0,62,77,46,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",5/6/2013,1.34,0,0,61,76,45,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",5/7/2013,5.82,0,0,64,85,45,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",5/8/2013,11.86,0,0,73,85,61,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",5/9/2013,8.72,0.01,0,74,79,66,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",5/10/2013,8.05,1.07,0,72,86,61,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",5/11/2013,10.07,0,0,71,82,61,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",5/12/2013,6.04,0,0,67,82,53,
"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",5/13/2013,4.03,0,0,67,84,48,
