age,gender,ethnicity,gameplayFreq,gambling,esports,token,simulated,real_money,lootbox,problem_gambling,gaming_disorder,mainGame
62,1,0,0,2,0,0,0,0,1,0,0,N/A
60,1,0,0,5,0,0,0,0,1,0,0,N/A
60,1,0,1,11,0,0,0,0,1,1,0,N/A
62,1,0,0,5,0,0,0,0,1,0,0,N/A
61,1,0,0,2,0,0,0,0,1,0,0,N/A
61,1,1,1,8,0,0,0,0,1,1,0,N/A
64,1,0,0,6,0,0,0,0,1,1,0,N/A
50,1,1,1,0,0,0,0,0,1,0,0,N/A
62,1,1,0,0,0,0,0,0,1,0,0,N/A
28,1,1,0,1,0,0,0,0,1,0,0,N/A
26,1,1,0,6,0,0,0,0,1,0,0,N/A
54,1,0,0,7,0,0,0,0,1,0,0,N/A
64,1,0,0,10,0,0,1,1,1,0,0,N/A
54,1,0,0,4,0,0,0,0,1,0,0,N/A
66,1,0,0,3,0,0,0,0,1,0,0,N/A
60,1,0,0,5,0,0,0,0,1,0,0,N/A
60,1,0,0,9,0,0,0,0,1,0,0,N/A
59,1,0,0,1,0,0,0,0,1,0,0,N/a
29,1,0,0,6,0,0,0,0,1,0,0,N/a
39,1,0,0,4,0,0,0,0,1,0,0,N/a
60,1,0,0,6,0,0,0,0,1,0,0,N/a
46,1,0,0,7,0,0,0,0,1,0,0,N/a
35,1,0,0,9,1,0,1,0,1,1,0,N/a
31,1,0,0,4,0,0,0,0,1,0,0,N/a
38,1,0,0,6,0,0,0,0,1,1,0,N/a
32,1,0,0,0,0,0,0,0,1,0,0,N/a
22,1,0,0,6,0,0,1,0,1,0,0,N/a
47,1,0,0,1,0,0,0,0,1,0,0,N/a
47,1,0,0,6,0,0,0,0,1,0,0,N/a
58,1,0,0,1,0,0,0,0,1,0,0,N/a
61,1,0,0,2,0,1,1,1,1,0,0,N/a
64,1,0,0,4,0,0,0,0,1,1,0,N/a
60,1,0,0,7,0,0,0,0,1,0,0,N/a
59,1,0,0,6,0,0,0,0,1,1,0,N/a
71,1,0,0,1,0,0,0,0,1,0,0,N/a
58,1,0,0,5,0,0,0,0,1,0,0,N/a
21,1,1,0,0,0,0,0,0,1,0,0,n/a
30,1,0,0,4,0,0,0,0,1,0,0,n/a
53,1,0,0,1,0,0,0,0,1,0,0,n/a
55,1,0,0,5,0,0,0,0,1,0,0,n/a
62,1,0,0,2,0,0,0,0,1,0,0,n/a
64,1,0,0,5,0,0,0,0,1,1,0,n/a
59,1,0,0,6,0,0,1,0,1,1,0,n/a
58,1,0,0,1,0,0,0,0,1,0,0,n/a
68,1,0,0,2,0,0,0,0,1,0,0,n/a
50,1,0,0,8,0,0,0,0,1,1,0,n/a
63,1,0,0,9,0,0,0,0,1,0,0,n/a
19,1,0,0,0,0,0,0,0,0,0,0,n/a
32,1,0,0,8,0,0,0,0,1,1,0,n/a
39,1,0,0,2,0,0,0,0,1,0,0,n/a
53,1,0,0,10,0,0,0,0,1,0,0,n/a
59,1,0,0,7,0,0,0,0,1,0,0,n/a
44,1,0,0,7,0,0,0,0,1,0,0,n/a
33,1,0,0,6,0,0,0,0,1,1,0,n/a
39,1,0,0,2,0,0,0,0,1,0,0,n/a
26,1,0,0,5,0,0,0,0,1,0,0,n/a
44,1,0,0,6,0,0,0,0,1,0,0,n/a
29,1,0,1,0,0,0,0,0,1,0,0,n/a
44,1,0,0,4,0,0,0,0,1,0,0,n/a
40,1,0,0,5,0,0,0,0,1,1,0,n/a
44,1,0,0,4,0,0,0,0,1,0,0,n/a
61,1,0,0,3,0,0,0,0,1,1,0,n/a
70,1,0,1,2,0,0,0,0,1,0,0,n/a
64,1,0,0,3,0,0,0,0,1,0,0,n/a
60,1,0,0,1,0,0,0,0,1,1,0,n/a
58,1,0,0,8,0,0,0,0,1,1,0,n/a
60,1,0,0,3,0,0,0,0,1,0,0,n/a
59,1,0,0,5,0,0,0,0,1,0,0,n/a
63,1,0,1,6,0,0,0,0,1,1,0,n/a
35,1,1,0,8,0,0,0,0,1,1,0,n/a
35,1,0,0,6,0,0,0,0,1,1,0,n/a
38,1,0,0,3,0,0,0,0,1,0,0,n/a
68,1,0,0,6,0,0,0,0,1,0,0,n/a
38,1,0,0,11,1,0,0,0,1,0,0,n/a
60,1,0,0,4,0,0,0,0,1,1,0,n/a
29,1,1,0,0,0,0,1,0,1,0,0,n/a
66,1,0,0,0,0,0,0,0,1,0,0,N?A
45,1,0,0,6,0,0,0,0,1,0,0,N?A
58,1,0,0,6,0,0,0,0,1,0,0,n?A
60,1,0,1,1,0,0,0,0,1,0,0,Monsterbusters
55,1,1,1,1,0,0,0,0,1,0,0,Mobile device
49,1,1,0,5,0,0,0,0,1,1,0,Mobile device
38,1,0,0,3,0,0,0,0,1,0,0,Minecraft
36,1,0,0,9,0,0,0,0,1,1,0,Minecraft
54,1,0,1,9,0,1,1,1,1,0,0,Minecraft
31,1,1,0,5,0,0,0,0,1,0,0,mario kart or gta (grand theft auto)
45,1,0,1,7,0,0,0,0,1,1,0,Mario Kart
41,1,1,0,5,0,0,0,0,1,0,0,Mario Kart
21,1,1,1,0,0,0,0,0,1,0,0,Mario Kart
54,1,0,0,5,0,0,0,0,1,0,0,Mario Kart
49,1,1,0,11,0,0,1,0,1,0,0,mario kart
59,1,0,0,5,0,0,0,0,1,0,0,Mahjong
57,1,0,0,4,0,0,0,0,1,0,0,Mah Jong
39,1,0,1,5,0,0,0,0,1,0,0,Klondike
31,1,0,1,5,1,0,1,0,1,0,0,Jungle jewels
63,1,0,0,7,0,0,0,0,1,0,0,I don't play video games
42,1,0,1,7,0,0,0,0,0,0,0,Haunted HOtel
41,1,0,1,2,0,0,0,0,1,0,0,Gardenscapes
30,1,0,1,11,1,0,1,0,0,1,0,fortnite
67,1,0,1,5,0,0,0,0,1,0,0,Farmville2
56,1,0,1,4,0,0,0,0,1,0,0,farm heros
58,1,0,1,5,0,0,0,0,1,0,0,Fallout4
64,1,0,1,0,0,0,0,0,1,0,0,elevate
44,1,0,0,5,0,0,0,0,1,0,0,Dots
70,1,0,0,3,0,0,0,0,1,0,0,doo not play video games
69,1,0,0,3,0,0,0,0,1,0,0,Don't play these at all.
50,1,0,1,5,0,0,0,0,1,0,0,Dominion
47,1,0,1,5,0,0,0,0,1,0,0,Dishonoured death of the outsider
35,1,0,1,6,0,0,0,0,1,0,0,Currently Cheeky Chooks on steam but I just finished it and will start something new soon.
42,1,0,0,5,0,0,0,0,1,1,0,Cod
64,1,0,1,0,0,0,0,0,1,0,0,Civilization
53,1,0,1,5,0,0,0,0,1,0,0,Candy crush friends
69,1,0,1,6,0,0,0,0,1,0,0,Candy Crush
39,1,1,1,8,1,0,1,0,1,1,0,Candy Crush
21,1,0,0,4,0,0,0,0,0,0,0,Candy Crush
64,1,0,1,2,0,0,0,0,1,0,0,Candy crush
58,1,0,1,7,0,0,1,0,1,0,0,Candy crush
64,1,1,1,0,0,0,0,0,1,0,0,candy crush
40,1,1,1,2,0,0,0,0,1,0,0,Call of duty black op 4
19,1,0,1,4,1,0,0,0,1,0,0,Call of Duty
24,1,0,0,5,0,0,0,0,0,0,0,Call of Duty
29,1,1,1,11,1,1,0,1,1,0,0,Call of duty
38,1,0,1,5,0,0,0,0,0,1,0,boom beach
51,1,0,1,5,0,0,0,0,1,0,0,Bingo
51,1,0,1,9,0,0,0,0,1,1,0,Bejewelled
61,1,0,1,1,0,0,0,0,1,0,0,Bejeweled Blitz
32,1,0,1,9,0,0,1,0,1,0,0,1010!
64,1,0,0,4,0,0,0,0,1,0,0,N/A
69,1,1,0,8,0,0,0,0,1,0,0,N/A
65,1,0,0,3,0,0,0,0,1,0,0,n/a
63,1,0,0,1,0,0,0,0,1,0,0,N/A
34,1,0,0,7,0,0,0,0,1,1,0,n/a
61,1,0,0,2,0,0,0,0,1,0,0,n/a
63,0,0,0,1,0,0,0,0,1,0,0,na
55,0,0,0,3,0,0,0,0,1,0,0,N/A
50,0,1,0,7,0,0,0,0,1,1,0,N/a
50,0,1,0,0,0,0,0,0,1,1,0,n/a
63,0,0,0,8,0,0,1,0,0,1,0,The Simpsons Tapped Out
53,0,1,0,5,0,0,0,0,1,1,0,N/A
65,0,0,0,2,0,0,0,0,1,0,0,N/A
59,0,0,0,5,0,0,0,0,1,0,0,N/a
56,1,0,0,4,0,0,1,0,1,0,0,N/a
32,1,0,0,3,0,0,0,0,1,0,0,N/A
60,1,0,0,4,0,0,0,0,1,1,0,N/A
40,1,0,0,5,0,0,0,0,1,0,0,N/A
49,1,1,1,4,1,0,0,0,1,0,0,lemmings
28,0,0,1,3,0,0,0,0,0,0,1,zelda
51,0,1,1,5,0,0,0,0,1,1,1,World of warships
40,0,0,1,3,0,0,0,0,0,0,1,world of warships
49,0,1,0,0,0,0,0,0,1,0,1,wolfenstein
45,0,0,1,7,0,0,0,0,1,0,1,Viva Pinata
35,0,0,1,2,0,0,0,0,0,0,1,ultra street fighter iv
41,0,0,1,4,0,0,0,0,0,0,1,Super Mario Maker 2
40,0,0,1,4,0,0,0,0,0,0,1,Star Trek online
65,0,0,1,2,0,0,0,0,1,0,1,Solitaire
37,0,0,1,8,0,0,0,0,0,0,1,Slotomania
43,0,0,0,4,0,0,0,0,1,0,1,Skyrim
19,0,1,1,4,0,0,0,0,1,0,1,Skyrim
43,0,0,1,11,0,0,0,0,1,1,1,runescape
25,0,0,1,5,0,0,0,0,0,0,1,Rome Total War
21,0,0,1,9,1,1,0,0,0,0,1,Rocket League
21,0,0,0,8,0,1,1,0,0,1,1,Pokemon
31,0,0,1,3,0,0,0,0,0,1,1,Need for speed no limits
37,0,0,1,7,0,0,1,1,1,0,1,Na
30,0,1,1,1,0,0,0,0,0,0,1,N/A
58,0,0,0,7,0,0,0,0,1,1,1,N/A
73,0,0,1,6,0,0,0,0,1,1,1,N/A
64,0,0,0,6,0,0,0,0,1,0,1,N/A
25,0,1,1,3,0,0,0,0,0,0,1,N/A
33,0,0,0,6,0,0,0,0,0,0,1,N/A
18,0,0,1,0,0,0,1,0,0,0,1,N/A
53,0,0,0,8,0,0,0,0,1,1,1,N/A
57,0,0,1,5,0,0,0,0,1,0,1,N/A
60,0,0,0,4,0,0,0,0,0,1,1,N/A
40,0,0,1,4,1,0,0,0,1,1,1,n/a
47,0,0,1,5,0,0,0,0,1,1,1,n/a
24,0,1,1,0,1,1,1,1,0,0,1,Mortal Kombat
20,0,0,1,2,0,0,0,0,1,1,1,Minecraft
58,0,0,1,6,0,0,1,0,1,0,1,Mass Effect 3 Multiplayer
37,0,1,1,5,0,0,0,0,0,1,1,Marvel Future Fight
39,0,1,0,6,0,0,0,0,0,0,1,Mario kart wii
42,0,0,1,6,0,0,0,0,1,0,1,Mario kart
50,0,0,1,5,0,0,0,1,0,0,1,Insurgency Sandstorn
58,0,0,0,4,0,0,0,0,0,0,1,GTA
33,0,0,1,10,1,1,1,1,1,1,1,Grand Theft Auto
40,0,1,0,3,0,0,0,0,1,0,1,Gran turismo
47,0,0,1,11,1,0,0,0,1,1,1,Fortnite
21,0,0,1,0,0,0,0,0,0,0,1,Fortnite
48,0,0,1,3,0,0,0,0,1,0,1,Football Manager 2015
35,0,0,0,10,0,0,0,0,0,1,1,Fifa
51,0,0,1,5,0,0,0,0,0,0,1,Fifa
58,0,0,1,5,0,0,0,0,0,0,1,Elvenar
45,0,0,1,5,0,0,1,0,0,0,1,Elder Scrolls Online
34,0,1,1,2,0,1,0,0,1,0,1,Dream league soccer
42,0,0,0,1,0,0,0,0,1,0,1,Dirt Rally
22,0,0,1,1,0,1,0,0,0,0,1,Dark Souls
48,0,0,1,6,0,0,0,0,0,0,1,"Currently, Borderlands 2"
40,0,0,1,2,0,0,0,0,1,0,1,Crusader Kings 2
26,0,0,1,5,1,1,1,1,0,0,1,counter strike
59,0,0,1,4,0,0,0,0,1,0,1,Cookie Jam
49,0,0,1,6,0,0,0,0,0,0,1,Clash Royal
53,0,0,1,3,0,0,0,0,0,0,1,Clash of Clans
44,0,0,1,2,0,0,0,0,0,0,1,Clash of clans
64,0,0,0,4,0,0,0,0,1,0,1,Clash of clans
25,0,0,1,1,0,0,0,0,0,0,1,Civilization V
55,0,0,1,0,0,0,0,0,1,0,1,candy crush
46,0,0,1,9,1,0,1,0,1,1,1,Black & White
60,0,0,0,4,0,0,0,0,1,0,1,Bejeweled
31,0,0,1,3,0,0,0,0,0,0,1,Battlefield V
40,0,0,1,7,0,0,0,0,0,0,1,Battlefield 1
67,0,0,1,1,0,0,0,0,1,0,1,aveyond
18,0,0,1,0,1,0,0,0,0,0,1,Assassins creed odyssey
61,0,0,1,1,0,0,0,0,1,0,1,Assassins Creed
58,0,0,1,8,0,0,0,0,0,0,1,Angry Birds
71,0,0,0,7,0,0,0,0,1,0,1,'N/A'
45,1,0,0,5,0,0,0,0,0,0,1,Zelda Breath of the Wild
29,1,1,1,0,0,0,0,0,0,0,1,world of warcraft
58,1,0,0,7,0,0,0,0,1,0,1,wordscapes
40,1,0,0,2,0,0,0,0,1,0,1,Wii sports
49,1,0,1,4,0,0,0,0,1,0,1,Walking dead no mans land
71,1,0,1,2,0,0,0,0,1,0,1,Toon Blast
31,1,0,1,0,0,0,0,0,1,0,1,The Sims 4
18,1,0,1,0,0,0,0,0,0,0,1,The Sims
30,1,1,0,5,0,0,0,0,1,0,1,The Sims
28,1,0,0,1,0,0,0,0,1,0,1,The Sims
53,1,0,1,2,0,0,0,0,1,0,1,The Elder Scrolls Skyrim V
33,1,0,0,10,0,0,0,1,1,1,1,Tetris
26,1,1,1,11,1,0,1,1,1,1,1,Swordigo and Zelda
41,1,1,0,3,0,0,0,0,1,0,1,Subway Surf
21,1,1,0,1,0,0,0,0,1,1,1,Spider Solitare
30,1,0,0,4,0,0,1,0,1,0,1,Sims
27,1,0,0,9,0,0,0,0,1,0,1,Sims
47,1,0,1,6,0,0,0,0,0,0,1,runescape
26,1,0,1,9,0,0,1,0,0,0,1,overwatch
50,1,0,0,4,0,0,0,0,0,0,1,NA
62,1,0,0,7,0,0,0,0,1,1,1,NA
22,1,1,1,6,0,0,1,1,0,1,1,N/A
32,1,1,0,5,0,0,0,0,1,0,1,N/A
48,1,1,1,1,0,0,0,0,1,0,1,N/A
44,1,1,0,5,0,0,0,0,1,0,1,N/A
19,1,0,0,7,0,0,0,1,1,1,1,N/A
50,1,0,0,0,0,0,0,0,1,0,1,N/A
36,1,0,1,6,0,0,0,0,0,0,1,N/A
60,1,1,0,8,0,0,0,0,1,0,1,N/A
60,1,0,0,8,0,0,0,0,0,1,1,N/A
58,1,0,0,5,0,0,0,0,1,0,1,N/A
62,1,0,0,4,0,0,0,0,1,0,1,N/A
67,1,0,0,0,0,0,0,0,1,0,1,N/A
70,1,0,0,2,0,0,0,0,1,0,1,N/A
62,1,0,0,6,0,0,0,0,1,0,1,N/A
66,1,0,0,3,0,0,0,0,1,0,1,N/A
65,1,0,0,4,0,0,0,0,1,1,1,N/A
66,1,0,1,6,0,0,0,1,1,0,1,N/A
43,1,0,0,2,0,0,0,0,1,0,1,N/A
48,1,0,0,7,0,0,0,1,1,1,1,N/A
52,1,0,0,4,0,0,0,0,1,0,1,N/A
21,1,0,0,3,0,0,0,0,1,0,1,N/A
54,1,0,1,10,0,0,0,0,0,1,1,N/A
47,1,0,0,5,0,0,0,0,1,0,1,N/A
35,1,0,0,4,0,0,0,0,1,0,1,N/A
68,1,0,1,6,0,0,0,0,1,0,1,N/A
48,1,1,1,5,0,0,1,0,0,0,1,N/A
32,1,0,0,5,0,0,0,0,1,0,1,N/a
41,1,0,0,7,0,0,1,0,1,1,1,N/a
59,1,0,0,6,0,0,0,0,1,0,1,n/a
57,1,0,0,4,0,0,0,0,1,1,1,n/a
51,1,0,0,5,0,0,0,0,1,0,1,n/a
44,1,0,0,10,0,0,0,0,1,1,1,n/a
40,1,0,0,5,1,0,1,0,1,1,1,n/a
48,1,0,0,10,0,0,0,0,1,1,1,n/a
50,1,0,0,5,0,0,0,0,1,0,1,n/a
49,1,0,0,3,0,0,0,0,1,1,1,n/a
64,1,0,0,1,0,0,0,0,1,0,1,n/a
36,1,0,0,6,1,0,0,0,1,1,1,N.A
34,1,0,1,2,0,0,0,0,1,0,1,My hospital
20,1,0,1,4,1,0,1,0,1,1,1,Minecraft
22,1,1,1,2,0,0,0,0,1,0,1,Mindcraft
45,1,0,0,3,0,0,0,0,1,0,1,Mario Kart
48,1,0,1,9,0,0,1,0,1,1,1,Mario cart
37,1,0,1,6,0,0,0,0,1,0,1,Mario
60,1,0,1,6,0,0,0,0,0,0,1,Mah Jong
39,1,0,1,9,0,0,0,0,0,1,1,Jurassic World Alive
52,1,0,1,5,0,0,0,1,1,0,1,Homesense
62,1,0,1,2,0,0,0,0,1,0,1,Gummy drop
36,1,0,1,8,0,0,0,0,0,1,1,GTA
30,1,0,1,10,0,0,1,0,1,1,1,Grand Theft Auto
23,1,1,1,6,0,0,1,0,0,1,1,Fortnite
28,1,1,0,2,0,0,0,0,1,0,1,Final Fantasy 10
28,1,1,1,6,0,0,0,0,0,0,1,FIFA
27,1,0,0,6,0,0,1,0,1,1,1,Fifa
46,1,0,1,6,0,0,1,0,0,0,1,fifa
27,1,0,1,6,0,0,1,0,0,0,1,Farmville
58,1,0,1,6,0,0,0,0,1,0,1,Farm heros
43,1,0,0,8,0,0,0,0,1,0,1,Cooking madness
62,1,0,1,4,0,0,0,0,0,0,1,Clockmaker
25,1,0,0,0,0,0,0,0,1,0,1,Civilisation V
32,1,0,1,3,0,0,0,0,1,0,1,Civ VI
22,1,0,1,5,0,0,0,0,1,0,1,Candy Crush
48,1,0,1,0,0,0,0,0,1,0,1,Candy Crush
54,1,0,1,4,0,0,0,0,0,0,1,Candy Crush
22,1,0,0,6,0,0,0,0,1,1,1,Candy crush
43,1,0,1,6,0,0,0,0,1,0,1,Candy crush
43,1,0,1,5,0,0,0,0,1,0,1,Candy crush
55,1,0,0,5,0,0,0,0,1,0,1,candy crush
61,1,0,1,10,0,0,0,0,1,0,1,Call of Duty
27,1,0,1,11,0,1,1,1,1,1,1,Call of duty
70,1,0,1,3,0,0,0,0,1,0,1,Bubbleshooter
29,1,0,0,2,0,0,0,0,1,0,1,Bubble shooter
27,1,0,1,3,0,0,0,1,0,0,1,Apex Legends
42,1,0,0,0,0,0,0,0,1,0,1,Animal Crossing New Leaf
61,1,0,0,4,0,0,0,0,1,1,1,N/A
27,0,0,1,9,1,0,0,0,0,1,1,League of legends
31,0,0,1,6,0,0,0,0,0,0,1,Zelda: Breath of the Wild
22,0,0,1,2,0,0,0,0,0,0,1,Warframe
27,0,0,0,11,0,0,0,0,1,1,1,the sims
34,0,0,1,4,0,0,0,0,1,0,1,Super Mario Odissey
27,0,0,1,7,0,0,0,0,0,0,1,Street Fighter V
20,0,1,1,0,0,0,0,0,0,0,1,Skyrim
21,0,0,0,0,0,0,0,0,1,0,1,Skyrim
35,0,0,1,5,0,0,0,0,1,1,1,Skyrim
23,0,1,0,5,0,0,0,0,0,1,1,Pool
22,0,0,1,7,0,0,0,0,0,0,1,Pokemon Let's Go Pickachu
21,0,0,1,7,0,1,0,0,0,0,1,Pokemon Go
28,0,0,1,4,0,0,0,0,0,0,1,Path of exile
19,0,0,1,0,0,0,0,0,0,0,1,Overwatch
51,0,0,1,7,0,0,0,0,0,1,1,No Mans Sky
38,0,0,0,5,0,0,0,0,1,0,1,N/A
42,0,1,1,6,0,0,0,0,1,0,1,N/A
61,0,0,0,7,0,0,0,0,0,0,1,N/A
62,0,1,0,8,0,0,0,0,1,1,1,N/A
37,0,1,1,10,0,0,0,0,1,0,1,N/A
67,0,0,0,5,0,0,0,0,1,1,1,N/A
18,0,1,1,2,1,0,0,0,0,0,1,N/A
38,0,0,1,8,0,0,0,0,1,1,1,N/A
25,0,1,1,6,0,0,0,0,0,1,1,N/A
28,0,1,0,7,0,0,0,0,1,1,1,N/A
38,0,0,0,10,0,0,0,0,1,1,1,N/a
38,0,0,0,6,0,0,1,0,1,1,1,N/a
63,0,0,0,11,0,0,1,0,1,1,1,N/a
48,0,1,1,4,0,0,0,0,0,0,1,n/a
57,0,0,0,7,0,0,0,0,1,1,1,n/a
48,0,0,1,11,0,0,0,0,1,0,1,Mobile device
19,0,0,1,0,0,0,0,0,0,0,1,Mass effect 3
39,0,0,1,7,0,0,1,1,0,0,1,lords mobile
43,0,0,1,0,0,0,0,0,1,0,1,GTA
38,0,0,1,4,1,0,0,0,1,1,1,God of war and red dead redemption 2
49,0,0,1,4,0,0,1,0,0,0,1,Gardenscapes
47,0,0,1,1,0,0,0,0,1,0,1,Forza motorsport
34,0,0,1,7,0,0,0,0,1,1,1,Fortnite/Minecraft
28,0,0,1,7,0,0,0,0,0,1,1,Fortnite
45,0,0,1,8,0,0,0,0,1,1,1,Football Manger 2019
23,0,0,1,1,0,0,0,0,1,0,1,Final Fantasy series
36,0,0,1,6,0,0,0,0,0,0,1,Final Fantasy
56,0,0,1,9,0,0,0,0,0,1,1,Fifa 19
22,0,1,1,3,0,0,0,0,0,0,1,FIFA
37,0,1,1,7,1,0,1,0,1,1,1,FIFA
38,0,0,1,9,0,0,1,1,0,1,1,FIFA
46,0,0,1,9,0,0,0,0,1,1,1,Fifa
22,0,0,1,5,0,0,0,0,0,0,1,Enter the Gungeon
61,0,0,1,9,0,0,1,0,0,0,1,Empire WW3
27,0,0,1,4,0,1,0,0,0,0,1,Dota Underlords
34,0,0,1,0,0,0,0,0,0,0,1,Dota 2
23,0,0,0,0,0,0,0,0,1,0,1,Crusader King's 2
24,0,0,1,2,1,1,1,0,0,1,1,Counter-Strike: Global Offensive
21,0,0,1,5,1,0,1,0,0,0,1,Counter-Strike: Global Offensive
30,0,0,1,7,0,0,0,0,0,0,1,Civilization VI
57,0,0,1,1,0,0,0,0,1,0,1,Call of Duty
29,0,0,1,6,0,0,1,0,0,0,1,Brawl Stars - Mobile
44,0,0,1,5,0,0,0,0,0,0,1,BLACK OPS 4
30,0,0,1,6,0,0,0,0,0,0,1,Battlefield
18,0,0,0,5,1,0,1,0,0,0,1,Auto Chess
48,0,0,1,0,0,0,0,0,1,0,1,Assassins creed: Odyssey
51,0,0,1,6,0,0,0,0,0,1,1,Assassins Creed
60,0,0,1,7,0,0,0,0,1,0,1,Angry Birds
28,1,0,1,2,0,0,0,0,0,0,1,Vermintide 2
58,1,0,0,5,0,0,0,0,1,0,1,Township
44,1,1,1,10,0,0,0,0,1,0,1,Tomb Raider series
24,1,0,0,4,0,0,0,0,1,1,1,Tomb Raider
43,1,0,1,6,0,0,0,0,1,1,1,The Sims
24,1,0,1,3,0,0,0,1,1,0,1,The sims
19,1,0,0,3,0,0,0,0,1,0,1,stardew valley
34,1,0,1,1,0,0,0,0,1,0,1,Splatoon 2
22,1,0,1,3,0,0,0,0,0,0,1,Solitaire (pc)
30,1,0,1,0,0,0,0,0,1,0,1,Sims 4
51,1,0,1,6,0,0,0,0,1,1,1,resident evil
19,1,0,1,2,0,1,0,0,0,0,1,Piffle
38,1,0,1,3,0,0,0,0,0,0,1,Path of Exile
25,1,0,0,5,0,0,0,0,1,1,1,over cooked
42,1,0,0,5,0,0,0,0,1,0,1,N/A
37,1,0,0,1,0,0,0,0,1,0,1,N/A
64,1,0,0,1,0,0,0,0,0,0,1,N/A
64,1,0,1,7,0,0,0,0,1,0,1,N/A
59,1,0,1,3,0,0,0,0,1,0,1,N/A
43,1,0,0,9,0,0,0,0,0,0,1,N/A
68,1,0,1,4,0,0,0,0,1,0,1,N/A
58,1,0,0,7,0,0,0,0,0,1,1,N/a
61,1,0,1,3,0,0,0,0,1,0,1,My Time in Portia
36,1,0,0,5,0,0,0,0,1,1,1,Mobile
18,1,1,0,1,0,0,0,0,1,0,1,mobile
28,1,1,0,11,0,1,0,1,0,1,1,Mario
44,1,0,0,5,0,0,0,0,1,1,1,Mario
54,1,0,1,7,0,0,0,0,0,0,1,Klondike
58,1,0,1,7,0,0,1,0,1,0,1,Harvest solitaire
26,1,0,1,8,0,0,0,1,0,0,1,Gardenscapes
22,1,0,1,10,0,0,0,0,1,1,1,fortnight
23,1,0,1,0,0,0,0,0,0,0,1,Currently Monster Hunter
38,1,0,1,8,0,0,0,0,1,0,1,Crusader Kings 2
28,1,0,0,5,0,0,0,0,1,0,1,Crash Bandicoot
32,1,1,1,8,0,0,0,0,0,1,1,Cooking Craze
60,1,0,1,6,0,0,0,0,0,0,1,CANDY CRUSH
38,1,0,0,9,0,0,0,0,1,1,1,Candy Crush
52,1,0,0,0,0,0,0,0,1,0,1,Candy Crush
30,1,1,1,4,0,0,0,0,1,1,1,Candy Crush
21,1,1,0,1,0,0,0,0,1,1,1,candy crush
39,1,0,1,3,0,0,0,0,0,1,1,Bubble witch
28,1,0,1,4,0,0,0,0,0,0,1,animal crossing
59,0,0,1,2,0,0,0,0,0,0,1,war robots
33,0,0,1,7,0,0,0,0,0,0,1,Vermintide 2
22,0,0,1,7,0,0,1,0,0,1,1,Total War: Attila
38,0,0,0,9,1,1,1,1,1,1,1,Total war
55,0,1,1,4,0,0,0,0,1,0,1,Tom Clancys Splinter Cell
63,0,0,0,6,0,0,0,0,1,0,1,Ticket to ride
38,0,0,1,8,0,1,1,0,1,1,1,The long dark
18,0,1,1,1,0,0,0,0,1,0,1,Summoners War
32,0,0,1,10,0,0,0,0,0,0,1,Star Wars Battlefront 2
28,0,0,1,10,0,0,0,0,1,1,1,Skyrim
31,0,0,1,7,0,0,0,0,0,0,1,Skyrim
63,0,0,1,7,0,0,0,0,0,1,1,Rome Total War 2
53,0,0,1,5,0,0,0,0,0,1,1,retro games
26,0,0,1,3,0,0,0,0,0,0,1,"Rainbow Six Siege, Battlefield 5 and 4."
58,0,0,0,3,0,0,0,0,1,1,1,N/A
46,0,0,1,5,0,0,0,0,0,0,1,N/A
18,0,0,1,8,1,1,1,0,0,1,1,N/A
26,0,0,1,1,0,0,0,0,0,0,1,N/A
39,0,0,1,6,0,0,0,0,0,1,1,N/A
63,0,0,0,8,0,0,1,1,1,0,1,N/A
53,0,0,1,8,0,0,1,1,0,1,1,N/a
67,0,0,0,7,0,0,0,0,1,1,1,n/a
18,0,0,1,0,0,0,0,0,1,0,1,Minecraft
39,0,0,1,11,0,0,0,0,0,1,1,minecraft
25,0,0,1,6,0,0,0,0,0,1,1,League of Legends
28,0,0,1,4,0,0,0,0,0,0,1,Kerbal Space Program
35,0,1,0,3,1,0,0,0,1,1,1,International Cricket Captain
48,0,0,1,6,1,0,0,0,0,0,1,Gta5
58,0,0,1,6,0,0,0,0,1,0,1,Grand Theft Auto series
34,0,0,1,8,0,1,0,0,0,1,1,For Honour
33,0,0,1,10,0,0,0,0,0,1,1,Football Manager
41,0,1,1,8,0,0,0,0,0,1,1,FIFA19
57,0,0,1,7,0,0,0,0,1,1,1,fifa
32,0,0,1,5,1,0,0,0,0,1,1,csgo
51,0,1,1,4,0,0,0,0,1,0,1,crosswords and spider
18,0,0,1,2,0,0,0,0,1,0,1,Civ
61,0,0,0,7,0,0,0,0,0,1,1,Call of Duty
38,0,0,1,6,0,0,0,0,0,0,1,call of duty
41,0,0,1,4,0,0,0,0,0,0,1,Borderlands
24,0,0,1,4,0,0,0,0,0,0,1,Beat Saber
27,0,0,1,7,0,0,0,0,0,1,1,Apex Legends
31,0,0,0,8,0,0,0,1,0,1,1,'N/A'
32,1,0,0,1,0,0,0,0,1,0,1,The Sims 4
31,1,1,0,0,0,0,0,0,0,0,1,tablet
39,1,0,1,0,0,0,0,0,1,0,1,Solitaire
29,1,1,1,1,0,0,0,0,1,0,1,"Snooker, Puzzle games, card games"
21,1,0,0,0,0,0,0,0,1,0,1,Sims 4
42,1,0,0,5,0,0,0,0,1,0,1,Rummikub or Ticket to Ride
